8x10,NBC,0005
15x30,NBC,0010
24x30,NBC,0015
10x12,NBC,0020
11x14,NBC,0025
14x14,NBC,0030
14x17,NBC,0035
8x10,OBC,0040
10x12,OBC,0045
14x17,OBC,0050
8x10,NBC,0055
15x30,NBC,0060
24x30,NBC,0065
10x12,NBC,0070
11x14,NBC,0075
14x14,NBC,0080
14x17,NBC,0085
8x10,OBC,0090
10x12,OBC,0095
14x17,OBC,0100
8x10,NBC,0105
15x30,NBC,0110
24x30,NBC,0115
10x12,NBC,0120
11x14,NBC,0125
14x14,NBC,0130
14x17,NBC,0135
8x10,OBC,0140
10x12,OBC,0145
14x17,OBC,0150
8x10,NBC,0155
15x30,NBC,0160
24x30,NBC,0165
10x12,NBC,0170
11x14,NBC,0175
14x14,NBC,0180
14x17,NBC,0185
8x10,OBC,0190
10x12,OBC,0195
14x17,OBC,0200
8x10,NBC,0205
15x30,NBC,0210
24x30,NBC,0215
10x12,NBC,0220
11x14,NBC,0225
14x14,NBC,0230
14x17,NBC,0235
8x10,OBC,0240
10x12,OBC,0245
14x17,OBC,0250
8x10,NBC,0255
15x30,NBC,0260
24x30,NBC,0265
10x12,NBC,0270
11x14,NBC,0275
14x14,NBC,0280
14x17,NBC,0285
8x10,OBC,0290
10x12,OBC,0295
14x17,OBC,0300
8x10,NBC,0305
15x30,NBC,0310
24x30,NBC,0315
10x12,NBC,0320
11x14,NBC,0325
14x14,NBC,0330
14x17,NBC,0335
8x10,OBC,0340
10x12,OBC,0345
14x17,OBC,0350
8x10,NBC,0355
15x30,NBC,0360
24x30,NBC,0365
10x12,NBC,0370
11x14,NBC,0375
14x14,NBC,0380
14x17,NBC,0385
8x10,OBC,0390
10x12,OBC,0395
14x17,OBC,0400
8x10,NBC,0405
15x30,NBC,0410
24x30,NBC,0415
10x12,NBC,0420
11x14,NBC,0425
14x14,NBC,0430
14x17,NBC,0435
8x10,OBC,0440
10x12,OBC,0445
14x17,OBC,0450
8x10,NBC,0455
15x30,NBC,0460
24x30,NBC,0465
10x12,NBC,0470
11x14,NBC,0475
14x14,NBC,0480
14x17,NBC,0485
8x10,OBC,0490
10x12,OBC,0495
14x17,OBC,0500
8x10,NBC,0505
15x30,NBC,0510
24x30,NBC,0515
10x12,NBC,0520
11x14,NBC,0525
14x14,NBC,0530
14x17,NBC,0535
8x10,OBC,0540
10x12,OBC,0545
14x17,OBC,0550
8x10,NBC,0555
15x30,NBC,0560
24x30,NBC,0565
10x12,NBC,0570
11x14,NBC,0575
14x14,NBC,0580
14x17,NBC,0585
8x10,OBC,0590
10x12,OBC,0595
14x17,OBC,0600
8x10,NBC,0605
15x30,NBC,0610
24x30,NBC,0615
